test_name,epochs,10_last_epoch_reward_max,epsilon,epsilon_min,espilon_decay ,gamma,memory_size,actual_memory_size,BATCH_SIZE size,STEP_BETWEEN_STATE,TRAINING_FREQUENCY,TARGET_UPDATE_FREQUENCY,MIN_FRAME_FOR_NEG_REWARD
alex12_frame_window,0,20.50375426621155,1.0,0.05,0.995,0.95,1000,16,32,4,10,15,40
alex12_frame_window,0,20.50375426621155,1.0,0.05,0.995,0.95,1000,16,32,4,10,15,40
alex12_frame_window,10,11.056716417910431,0.9416228069143757,0.05,0.995,0.95,1000,202,32,4,10,15,40
alex12_frame_window,20,23.114529914529854,0.8822202429488013,0.05,0.995,0.95,1000,382,32,4,10,15,40
alex12_frame_window,30,12.179844961240317,0.8224322824348486,0.05,0.995,0.95,1000,570,32,4,10,15,40
alex12_frame_window,40,27.800687285223315,0.7666961448653229,0.05,0.995,0.95,1000,761,32,4,10,15,40
alex12_frame_window,50,10.715018315018341,0.7147372386831305,0.05,0.995,0.95,1000,945,32,4,10,15,40
alex12_frame_window,60,28.751702786377656,0.6730128848950395,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,70,36.33639575971743,0.6211445383053219,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,80,15.927272727272705,0.5878229785513479,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,90,18.135294117647025,0.5535075230322891,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,100,62.74936708860788,0.5159963842937159,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,110,15.841509433962212,0.4907693883854626,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,120,35.33333333333326,0.46444185833082485,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,130,33.32345679012339,0.43952667968844233,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,140,34.97104377104392,0.4117990041127769,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,150,72.94208494208527,0.3858205374665315,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,160,54.58947368421072,0.3614809303671764,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,170,48.63243243243256,0.3386767948568688,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,180,39.3538461538461,0.31890579420988907,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,190,47.92105263157907,0.2987875242397482,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,200,33.53548387096769,0.2799384215094006,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,210,39.5380471380473,0.26359640222486147,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,220,38.18156996587049,0.24820838415550486,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,230,41.92463768115957,0.23371867538818816,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,240,59.26917293233107,0.2167901907234072,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,250,58.59661016949175,0.2031139149609751,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,260,45.14405594405584,0.18934890919900021,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,270,24.049999999999947,0.1800916657318127,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,280,47.594805194805325,0.17043057265153258,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,290,78.96088560885642,0.15888051309497406,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,300,72.90519031141906,0.14663577052834775,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,310,54.03773584905688,0.13738520790976036,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,320,77.11208791208814,0.12743425563174798,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,330,114.2173633440516,0.11585765144771248,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,340,69.16712328767149,0.10800599224428936,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,350,96.9750000000003,0.10018300685223579,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,360,40.67586206896547,0.09480864735409487,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,370,53.88373702422162,0.08838347664452084,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,380,64.19354838709697,0.08035439121179945,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,390,67.77777777777808,0.07342180695061275,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,400,52.93706293706313,0.0677632708131484,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,410,75.10520231213904,0.06254083169574957,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,420,77.84375000000037,0.05772088009124167,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,430,105.49375000000043,0.052477299559006776,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,440,54.35789473684234,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,450,61.561048689138794,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,460,59.35907335907389,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
alex12_frame_window,470,88.28235294117705,0.049911691230058335,0.05,0.995,0.95,1000,1000,32,4,10,15,40
