test_name,epochs,reward,epsilon,epsilon_min,espilon_decay ,gamma,memory_size,BATCH_SIZE size,STEP_BETWEEN_STATE,TRAINING_FREQUENCY,TARGET_UPDATE_FREQUENCY,MIN_FRAME_FOR_NEG_REWARD
alex7,0,14.56231884057969,1.0,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,10,21.385507246376747,0.986090636999001,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,20,10.51594202898552,0.9752977125970467,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,30,12.139130434782526,0.9588496310845509,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,40,2.0695652173913146,0.9455126435024219,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,50,9.315942028985452,0.9286373107007023,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,60,19.78550724637676,0.9138900318559524,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,70,23.80869565217383,0.9011784036598737,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,80,12.939130434782594,0.887754942528593,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,90,9.715942028985488,0.8762831198969288,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,100,6.89275362318843,0.8649595394300645,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,110,3.2695652173913192,0.8546369224228781,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,120,-0.3536231884057872,0.8419067177676068,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,130,3.2695652173913285,0.8293661352855802,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,140,3.269565217391275,0.8170123504685082,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,150,3.2695652173913294,0.8032337005612527,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,160,25.078260869565,0.7888977357196644,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,170,6.89275362318841,0.7787033741169904,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,180,3.269565217391322,0.7671042341100781,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,190,5.292753623188387,0.7549221906868242,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,200,6.8927536231884226,0.7436772821951526,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,210,29.501449275362198,0.7318672718448656,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,220,23.008695652173824,0.7202448110511043,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,230,3.269565217391328,0.7073900163863007,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,240,20.185507246376748,0.698248920785887,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,250,13.339130434782636,0.6885367230816204,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,260,2.4695652173913345,0.680319574690566,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,270,14.16231884057973,0.6715282910605703,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,280,14.139130434782551,0.6621877602947683,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,290,26.631884057970975,0.65297715036201,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,300,14.139130434782558,0.6464766846098587,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,310,-0.35362318840579166,0.6400409317729626,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,320,12.539130434782559,0.6279889833423202,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,330,-0.3536231884057872,0.6161639726804428,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,340,37.12463768115962,0.6063789448611848,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,350,-0.3536231884057788,0.5979446000009478,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,360,19.0086956521738,0.5855125400671733,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,370,10.939130434782623,0.5750624217730242,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,380,3.269565217391327,0.5676313011014509,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,390,-0.3536231884057872,0.5591761753724176,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,400,-0.3536231884057859,0.5508469925766849,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,410,30.655072463768022,0.5415571356255309,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,420,10.515942028985473,0.531891525167934,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,430,13.739130434782588,0.5244932528672183,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,440,19.385507246376783,0.5166806879356919,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,450,3.692753623188419,0.5105145071914643,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,460,23.80869565217386,0.5034135755936622,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,470,10.515942028985435,0.4919615398850291,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,480,79.77971014492779,0.48511866824423777,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,490,43.12463768115934,0.47646036099556505,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,500,17.762318840579645,0.4703034042831738,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,510,12.539130434782564,0.46052517380982005,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,520,40.32463768115955,0.45185350084291465,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,530,35.878260869565146,0.44467781503197196,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,540,47.99420289855094,0.43849262988420123,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,550,49.19420289855085,0.4298055931223125,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,560,57.21739130434779,0.42255706035237733,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,570,14.139130434782544,0.41584661836923925,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,580,20.985507246376766,0.410472929731335,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,590,10.515942028985519,0.40314688566104706,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,600,14.139130434782533,0.39516008821566384,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,610,34.27826086956512,0.3888847254426181,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,620,64.88695652173928,0.3838594460769699,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,630,34.301449275362266,0.37700839448485435,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,640,12.939130434782564,0.3688007209003024,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,650,91.47246376811628,0.36294395959361136,0.1,0.999,0.97,1000,32,4,10,15,50
alex7,660,24.208695652174065,0.35753774467029337,0.1,0.999,0.97,1000,32,4,10,15,50
