test_name,epochs,reward,epsilon,epsilon_min,espilon_decay ,gamma,memory_size,BATCH_SIZE size,STEP_BETWEEN_STATE,TRAINING_FREQUENCY,TARGET_UPDATE_FREQUENCY,MIN_FRAME_FOR_NEG_REWARD
alex8,300,33.75338345864654,0.12304040492325048,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,310,39.87586206896569,0.11585765144771248,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,320,47.9555555555557,0.10909420695870241,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,330,49.249122807017685,0.10221196540767843,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,340,20.470175438596417,0.09624511776741324,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,350,57.06666666666694,0.08750185146499175,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,360,5.868013468013428,0.08157186144027828,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,370,26.602076124567425,0.07604374613140748,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,380,23.358885017421542,0.0716045256805401,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,390,27.46099290780144,0.0660860453679829,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,400,24.582132564841388,0.05978212923978115,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,410,14.060649819494529,0.05573070148010834,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,420,73.79233449477417,0.05143559895690903,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,430,36.574647887323984,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,440,68.3017543859653,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,450,32.735483870967656,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,460,46.56332179930814,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,470,27.335849056603696,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,480,51.65925925925944,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,490,30.799999999999912,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,500,124.25641025641161,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,510,53.268965517241625,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,520,58.92198581560329,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,530,72.94939759036203,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,540,76.4927152317884,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,550,37.46237942122225,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,560,41.19365079365091,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,570,57.89265175718879,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,580,46.454054054054225,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,590,20.080866425992728,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,600,26.29830508474567,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,610,68.52307692307716,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,620,19.12840466926062,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,630,38.728971962617,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,640,25.127272727272647,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,650,70.10614886731426,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,660,29.87878787878781,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,670,18.89006622516549,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,680,41.46480836236958,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,690,13.578021978021894,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,700,38.452631578947496,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
alex8,710,103.92777777777866,0.049911691230058335,0.05,0.995,0.95,5000,32,4,10,15,50
